y_pred,y_proba_0,y_proba_1,y_proba_2,y_proba_3,y_proba_4,y_proba_5,y_proba_6,y_proba_7,y_proba_8,y_proba_9,y_proba_10,y_proba_11,y_proba_12,y_proba_13,y_proba_14,y_proba_15,y_proba_16,y_proba_17,y_proba_18,y_proba_19,y_proba_20,y_proba_21,y_proba_22,y_proba_23,y_proba_24,y_proba_25,y_proba_26,y_proba_27
4,0.0040822984,0.00079030066,0.00020198865,0.00090298214,0.49474224,0.00914865,0.0020410998,0.00031632005,0.45079532,0.001210712,0.000100591365,0.014261381,0.00018386004,0.00029912943,0.0003645265,0.010939514,0.00036144454,0.00083489896,0.0001380293,0.0010561061,0.00033150846,0.00034505513,0.00010360123,0.00013834547,0.00208285,0.0015140706,0.0024327333,0.00028044882
0,0.21755809,0.009557701,0.0063829743,0.009643328,0.030370792,0.05659248,0.015110659,0.003614114,0.02771233,0.017407957,0.0027658467,0.015972555,0.004652884,0.10596887,0.11973168,0.15846065,0.007006758,0.039036665,0.0038846554,0.012143259,0.012490744,0.008073095,0.0024799325,0.002068379,0.026987022,0.036913652,0.04384586,0.0035670504
4,0.022162935,0.0017845213,0.00058180204,0.0024604935,0.79700154,0.006070118,0.0012839248,0.00038706796,0.004241017,0.0016913731,0.00025190285,0.0025890057,0.00038174432,0.0010582268,0.0028161313,0.075155154,0.0009238764,0.0035689385,0.0003198311,0.0039200056,0.002440276,0.0011099295,0.00030066993,0.0002923886,0.002128801,0.0067037935,0.057879146,0.0004952611
25,0.04445779,0.0028937561,0.0065224143,0.0030753873,0.013712211,0.01493316,0.0036383185,0.0011353438,0.004577256,0.010742379,0.0024817658,0.005771938,0.0012876459,0.0023751312,0.029455531,0.03612837,0.0041063684,0.0072064064,0.0011449578,0.0032511614,0.0016272464,0.0018827525,0.0015018228,0.0009846106,0.0039359,0.78351426,0.0057719243,0.0018842245
4,0.0055860733,0.00032779362,9.301907e-05,0.00034572117,0.97667515,0.0016719684,0.00029387017,0.00012033832,0.00043347295,0.00027135375,0.00013330685,0.0026281688,0.00012261621,0.00035422566,0.00039519856,0.0035981457,0.00020813788,0.00047427852,0.00011187963,0.00029524777,0.00040625848,0.00026721557,6.617709e-05,9.810232e-05,0.0004260607,0.0009847496,0.0034519623,0.00015960402
4,4.4436074e-05,0.000263448,5.3542004e-05,8.162086e-05,0.9915735,0.00015530051,0.0002903422,0.00015844451,0.0002300755,0.00022691433,2.3675746e-05,0.0002886121,5.901529e-05,2.7589329e-05,5.5834975e-05,0.0010238824,0.0001027897,0.0020608075,3.7659218e-05,9.160197e-05,9.6146556e-05,0.00012244495,2.4566018e-05,2.6432817e-05,0.0004011298,0.0019267615,0.00047271996,8.088951e-05
8,0.00401434,0.00040241648,8.5244865e-05,0.0002966438,0.491385,0.00065128924,0.00025705367,0.00018752487,0.49139115,0.0007489701,0.0015317593,0.00042624475,0.00010033234,0.00018228599,0.00032423882,0.0038529802,0.0003346814,0.0003491738,5.407684e-05,0.0001599383,0.00017784926,0.00024916802,7.18353e-05,8.1321756e-05,0.00036697226,0.00068401685,0.001489791,0.00014383928
4,0.020343453,0.00028820246,0.00019994561,0.0004915945,0.965247,0.0011534509,0.00030972436,0.00029386434,0.0004086243,0.00051525387,6.660918e-05,0.0004441569,0.00020056534,0.0002144261,0.0006578521,0.0030631998,0.00014919555,0.0024452964,0.00013166714,0.00026410146,0.0008032987,0.0003127471,4.744336e-05,4.9072107e-05,0.00032270586,0.0009185354,0.00057354505,8.442687e-05
4,0.0027624543,0.00026059832,0.0001290497,0.0017043822,0.9816049,0.00082204473,0.0010079085,0.00013076268,0.00044096183,0.0004516803,0.0001486529,0.0008241151,0.00010329027,0.00020587262,0.00016520258,0.0041322177,0.000296187,0.00057485234,9.694954e-05,0.0002756983,0.00024091134,0.00023911703,5.3391737e-05,8.728625e-05,0.00076334865,0.00088499044,0.0014516443,0.00014162122
4,2.8894512e-05,0.00014629158,2.792282e-05,9.89798e-05,0.99401134,0.00013903347,0.00017205563,5.408635e-05,0.00018343564,0.00035616808,1.7843118e-05,0.00019949366,8.1389684e-05,1.5572441e-05,0.000311675,0.0010645473,5.6887144e-05,0.00084901403,1.9547126e-05,5.5417786e-05,8.167878e-05,8.390058e-05,1.4178384e-05,2.0352136e-05,0.0001424127,0.0012559735,0.00046431905,4.766817e-05
4,0.0013481504,0.0009178983,0.00011295119,0.0007603115,0.9797809,0.0006753173,0.00043966292,0.00030346826,0.00072568527,0.0011097147,8.182692e-05,0.00036917927,0.00017604546,0.00021673569,0.00013426851,0.0067200228,0.0006027997,0.0012786554,0.0003526136,0.0005052482,0.00020104006,0.00035071844,5.2267336e-05,6.5285276e-05,0.00031779916,0.0010331394,0.0012659467,0.00010245185
0,0.4925232,0.0059200344,0.0036731572,0.014372322,0.04251793,0.04203721,0.0065806145,0.0045269714,0.035663974,0.011030966,0.0036647075,0.03249554,0.0022410091,0.020455211,0.013158983,0.13390173,0.0037488972,0.03155484,0.0029269957,0.0135083785,0.006965431,0.008941509,0.0017201497,0.0024579666,0.0077409954,0.027893392,0.02111467,0.006663091
25,0.060033157,0.002239084,0.0031067594,0.0011163431,0.006567698,0.014733844,0.0017443636,0.0006658654,0.013584812,0.37059212,0.00035466638,0.0031719252,0.0008750052,0.0011900257,0.002469741,0.105641775,0.0014366105,0.003913672,0.0015509444,0.0060932357,0.0030216456,0.00046621438,0.0003986353,0.00038053998,0.0028948018,0.38086706,0.010083694,0.0008056798
4,0.03728424,0.004207237,0.0010457406,0.0059037115,0.5516258,0.025751296,0.003186647,0.0006526795,0.0108935535,0.006224921,0.0003763162,0.007813882,0.00056281383,0.0019919346,0.008852612,0.26450187,0.001322201,0.004185401,0.00073231995,0.0038955563,0.00596231,0.0016134654,0.0004210672,0.00046571332,0.0037214558,0.0147115635,0.03082785,0.0012657782
4,0.0038088502,0.02216209,0.004854465,0.006942898,0.3085949,0.02136914,0.014269033,0.01229029,0.022635456,0.046080146,0.00297297,0.015941467,0.009303732,0.0039596395,0.0061045666,0.11675056,0.014171334,0.109490916,0.005312011,0.030245887,0.008964656,0.012507244,0.0022780795,0.0025347613,0.019449862,0.13454838,0.03495162,0.0075051016
4,0.0024504778,0.00019048066,6.117273e-05,0.00036953358,0.9878577,0.00059601973,0.00015926885,7.5795135e-05,0.00025401573,0.00019457145,0.0001058461,0.0014414473,6.31537e-05,0.00018488815,0.00021712824,0.0023806575,9.410511e-05,0.00029361373,4.9925726e-05,0.00020871662,0.0002505476,0.00012923112,3.6552996e-05,6.1437175e-05,0.0004313143,0.00047344505,0.0012735215,9.533378e-05
4,0.0015399524,0.0007999926,0.0023215495,0.00070788874,0.60610443,0.0019525687,0.00076899875,0.00035040797,0.13998069,0.001100926,9.756412e-05,0.00051281665,0.00036496547,0.000472594,0.00039034043,0.023374079,0.00038171717,0.0021565044,0.00011722107,0.0008851876,0.00060642435,0.00040506883,0.0001073971,0.00011567047,0.0044131526,0.20643152,0.0034279434,0.000112473404
4,0.0081143435,0.00013400649,6.7787536e-05,0.00030261878,0.9811318,0.0008535547,0.00021445565,8.437871e-05,0.0004175874,0.00022200575,5.7953996e-05,0.0018744657,6.972915e-05,0.00018128568,0.00043375022,0.0021564416,0.00012438296,0.0003064854,5.06845e-05,0.00016545193,0.00050459965,0.00013475196,3.923398e-05,6.0502232e-05,0.00038914575,0.00058251416,0.0012032082,0.00012305749
4,0.010773808,0.00049902586,0.0001552859,0.00062777806,0.962645,0.0013616149,0.0010838414,0.00019429723,0.0006909297,0.0006770447,0.00017047096,0.0015114979,0.00017174621,0.0005454925,0.0016878332,0.007863524,0.00038443526,0.0010758906,0.00014278102,0.00042856275,0.0010421869,0.0005038576,9.930984e-05,0.00013980643,0.00038651028,0.0024331806,0.002518158,0.00018610564
4,0.00829886,0.03342899,0.0040983027,0.009225033,0.21740985,0.014440699,0.014886774,0.0070260954,0.100311056,0.060059026,0.0020668139,0.019550852,0.0053930464,0.0019511626,0.0052692704,0.09027494,0.005760498,0.076065846,0.0034668136,0.015916303,0.0038489292,0.00967361,0.0018447146,0.0017757034,0.049602,0.18878739,0.043389577,0.006177811
4,0.0045744735,0.00016224437,5.954668e-05,0.00057862845,0.9840845,0.0022378503,0.0002707331,9.358586e-05,0.0002892495,0.000237954,3.710934e-05,0.0011505152,8.634864e-05,0.00020493579,0.0003593075,0.0014626906,0.0001351424,0.0006019395,6.984189e-05,0.0005047936,0.00014356438,0.0001637049,3.8532817e-05,6.24039e-05,0.0006191441,0.0008138915,0.0008734813,8.393128e-05
4,0.0030794726,0.00077326177,0.00022445073,0.0004683026,0.8186109,0.0049277414,0.0007136416,0.00021440985,0.0008832974,0.14153025,0.00023097676,0.0007071229,0.00012411056,0.0018803411,0.00087550876,0.012239144,0.0003995216,0.00054528064,0.0004273812,0.00036396703,0.000507626,0.00013226226,9.368179e-05,0.00019283211,0.00076772994,0.0011863745,0.007571667,0.00032872905
4,7.9726e-05,0.00037667528,7.599923e-05,0.0007639825,0.9887726,0.0005101094,0.00022965566,6.364493e-05,0.0002557663,0.00021835833,3.0572402e-05,0.0005789306,6.9792506e-05,3.4288187e-05,0.0001693478,0.0011516155,7.99664e-05,0.0017816237,6.611529e-05,0.00038301738,0.000262032,0.00010836098,3.2423086e-05,4.4408363e-05,0.0005935673,0.0024477965,0.0007246283,9.4927214e-05
4,0.0036694086,0.035416752,0.0057877256,0.0091617005,0.25989833,0.009764765,0.015130458,0.005467645,0.02560105,0.022292642,0.0034938825,0.00795078,0.0068704374,0.0036485416,0.004675898,0.098892905,0.01022249,0.21648481,0.0037289993,0.010536391,0.0049038497,0.012651667,0.00308303,0.0024846392,0.011597799,0.17967539,0.022591332,0.0043166196
4,0.0049865656,0.0023517841,0.00082020386,0.0051607727,0.60554916,0.015532335,0.0023650904,0.0006346467,0.045057017,0.0075888215,0.00046350138,0.0031281537,0.0007200272,0.0013766445,0.00066673325,0.02275436,0.0011425219,0.004150004,0.00043421792,0.0023854524,0.0015531039,0.0011555201,0.000439452,0.00038655312,0.0033774753,0.006252631,0.2587756,0.0007916385
4,0.005391364,0.00015409695,6.292242e-05,0.00019169631,0.9847075,0.0010360983,0.00023966268,8.620445e-05,0.00053745974,0.0002702614,6.465343e-05,0.0013096267,6.9129565e-05,0.00039702444,0.0007489162,0.0014096784,0.00011301995,0.000268496,8.309317e-05,0.0001764188,0.00024217667,0.00016053772,4.32478e-05,7.1546754e-05,0.0002679555,0.00044301312,0.001302026,0.00015217361
4,0.00092701387,0.0006327554,0.0002791189,0.0004349095,0.8582457,0.0007754324,0.0003087528,0.00026361228,0.12215783,0.00039802864,5.3649892e-05,0.00015887799,0.0002492218,0.00019929493,0.00018208833,0.008750086,0.00016162731,0.0027364339,7.438653e-05,0.00015208898,0.00063557987,0.00018909162,7.256393e-05,5.6124903e-05,0.00021593992,0.0012409196,0.0003658535,8.305227e-05
4,0.00073665136,0.00029661457,6.9525304e-05,0.00018718738,0.9828813,0.0009030498,0.00015570145,0.00013787848,0.00016990521,0.0005114703,3.497793e-05,0.00018773336,8.783626e-05,0.00010709585,0.0001342557,0.0020657368,0.0004968761,0.0009840518,6.683187e-05,0.00014239065,0.00010206263,0.00011896697,2.3019315e-05,3.0263023e-05,0.00054964935,0.0005153049,0.008243782,5.9720252e-05
25,0.0040626987,0.0021699087,0.0018241358,0.00056613196,0.006201964,0.001956788,0.000882086,0.00032498006,0.0014850377,0.43048498,0.00022266903,0.0006236468,0.0036232804,0.001184225,0.0037542032,0.036293842,0.0024544483,0.0031117548,0.00043047938,0.001202027,0.0007904171,0.00023229941,0.00059101405,0.0001722926,0.00086886494,0.49240443,0.0018614543,0.00021989556
